"Subject","Gender","AFQT","Income2005","Edu2006"
2418,"female",34.796,35,12
2419,"male",24.569,55,10
2420,"female",32.849,7.5,12
2425,"male",7.627,35,12
2426,"female",32.946,8.2,13
2427,"male",47.464,75,12
2434,"female",62.347,20,12
2435,"female",89.248,35,12
2436,"female",44.875,78,12
2437,"female",79.569,125,14
2438,"male",88.511,90,17
2439,"male",68.273,32,12
2442,"female",45.63,79,18
2443,"male",56.491,36,14
2444,"female",55.573,50,16
2447,"female",48.144,37.77,13
2450,"female",39.399,14.75,12
2451,"male",57.518,23.1,12
2452,"female",41.091,30,12
2459,"female",26.828,4.56,12
2460,"male",38.338,10.875,12
2461,"female",62.172,61,17
2462,"female",32.803,18.42,11
2464,"male",84.734,185.95,13
2466,"male",19.489,22,10
2470,"male",67.455,46.5,12
2471,"female",38.305,20,12
2473,"female",97.301,42,12
2474,"female",84.254,10.574,14
2475,"male",74.784,56,12
2477,"male",75.661,33,15
2478,"female",37.129,20.376,12
2479,"male",69.48,25,12
2483,"female",21.622,29,12
2485,"female",25.739,18,11
2489,"male",57.85,30,13
2494,"male",79.94,72,16
2523,"female",90.558,48,14
2526,"male",58.333,80,17
2527,"male",9.203,60,12
2528,"female",13.091,6,12
2529,"female",28.439,5,12
2530,"female",18.716,27,12
2535,"male",24.83,41,12
2537,"male",35.987,13.1,12
2539,"male",29.224,38,12
2540,"male",30.17,25,12
2541,"male",98.399,70,12
2542,"female",62.877,12.8,13
2544,"female",38.63,98,16
2545,"male",75.455,103,16
2547,"male",42.818,52,12
2549,"female",92.726,38,18
2550,"male",65.344,36.66,16
2551,"female",99.523,39.5,16
2552,"female",86.171,33.5,16
2553,"male",72.096,39.8,12
2556,"female",70.61,19,12
2557,"male",93.207,96,16
2558,"female",74.219,61,19
2559,"female",71.891,49,14
2564,"female",30.568,16,12
2565,"female",97.161,44,16
2566,"female",74.666,32,14
2568,"male",76.751,25,14
2569,"female",88.401,24,18
2570,"female",75.897,15.3,16
2572,"male",66.774,70.5,16
2574,"male",37.594,32,12
2578,"male",7.222,22,12
2579,"male",98.327,26.35,12
2582,"male",20.223,34,12
2584,"male",10.007,44,12
2585,"female",51.366,56,13
2587,"male",6.212,25.5,7
2588,"female",97.318,70,18
2589,"male",94.663,125,20
2590,"female",87.121,60,16
2591,"female",66.724,34,12
2592,"female",43.541,22.8,12
2594,"male",34.866,62,12
2602,"male",73.986,37,13
2603,"female",86.396,41,19
2606,"female",78.782,51,16
2607,"female",90.608,35,16
2610,"male",81.963,25,12
2613,"male",75.03,40,13
2614,"male",23.741,50,12
2615,"female",76.118,17,12
2616,"male",56.648,95,14
2620,"male",67.777,59.5,14
2622,"female",93.856,33,20
2626,"female",63.94,38,20
2628,"female",77.623,8,18
2629,"female",58.878,39.264,12
2630,"male",74.682,70,17
2633,"male",99.581,92,16
2636,"female",58.714,40.5,18
2637,"male",91.219,48,16
2642,"male",94.6,68,18
2646,"female",74.779,90,18
2647,"male",47.616,220.904,14
2649,"male",98.587,37,18
2650,"male",57.532,15,12
2651,"female",44.873,3.983,12
2652,"female",53.648,31.658,12
2653,"male",4.107,20,6
2654,"female",17.893,20,12
2655,"female",7.355,5.3,10
2658,"male",4.014,8,12
2659,"female",13.369,2,12
2661,"male",7.37,18.674,9
2665,"male",21.392,24,12
2666,"male",1.722,13.7,9
2669,"female",8.169,5,12
2670,"female",30.126,23.5,12
2672,"female",13.722,11,12
2675,"female",16.569,17,7
2676,"male",2.64,27,10
2677,"female",30.421,22,13
2679,"female",50.68,3.89,12
2682,"male",5.464,12,12
2683,"female",1.949,30,11
2684,"male",78.514,40,20
2685,"male",87.232,58,17
2688,"male",74.478,32,14
2689,"female",38.206,30,12
2690,"female",34.223,28,12
2694,"male",57.714,25,15
2695,"female",63.262,80,20
2696,"male",47.892,46,14
2698,"female",2.09,6,6
2699,"female",7.961,8,12
2701,"female",25.652,88,16
2702,"male",73.187,91.5,16
2703,"male",56.056,125,16
2705,"female",1.93,14,9
2706,"female",22.776,36.5,12
2707,"male",12.32,24,12
2708,"male",13.404,25,12
2709,"female",34.134,16.257,12
2710,"female",6.748,26,12
2711,"male",31.136,30.62,12
2714,"male",90.519,45,16
2716,"male",10.747,35,9
2723,"female",34.081,62,16
2724,"male",79.723,167.252,18
2725,"male",92.116,26,14
2727,"female",67.905,30.5,14
2728,"male",59.815,50,10
2729,"female",52.886,7,12
2730,"female",19.73,10,16
2732,"male",55.89,33.955,12
2736,"female",62.998,27,14
2744,"female",37.729,4,14
2745,"male",52.01,28,12
2746,"female",31.161,30,13
2747,"male",13.768,9.984,9
2748,"female",8.081,25,12
2760,"male",51.839,26,12
2765,"male",46.116,72,14
2767,"male",8.889,33,14
2770,"female",62.129,57,16
2771,"female",30.365,10,16
2772,"male",16.598,21,12
2773,"male",31.63,34,14
2774,"male",68.644,60,14
2775,"female",76.999,19.5,12
2780,"male",10.37,32,12
2781,"female",56.208,18,12
2797,"male",4.598,50,12
2800,"male",98.512,35,18
2803,"male",18.985,58,13
2804,"female",32.049,52,16
2809,"female",86.026,15,17
2810,"female",49.671,8,12
2811,"male",24.308,25,12
2813,"male",86.52,75,16
2815,"male",53.908,35,13
2816,"male",13.683,82,12
2823,"female",62.369,50,17
2829,"female",4.517,32,12
2830,"male",72.247,19,12
2832,"male",47.307,48,12
2838,"male",95.237,69.5,16
2839,"male",73.761,71,13
2840,"female",95.131,88,18
2841,"female",96.898,50,14
2842,"male",87.04,94,14
2845,"male",100,70,20
2847,"female",99.445,48,19
2848,"female",97.137,19.285,16
2851,"male",96.763,357.31,18
2852,"male",33.73,33,12
2856,"female",56.854,16,14
2858,"male",84.767,56,12
2861,"male",97.983,124,17
2863,"female",41.306,40,12
2864,"female",32.795,22,12
2866,"male",57.774,120,13
2867,"female",27.951,10,11
2868,"male",56.211,74,16
2870,"male",74.671,126,18
2871,"male",56.887,80,18
2877,"female",84.187,45,14
2894,"female",94.588,166.924,16
2895,"male",81.941,194.031,16
2896,"male",85.579,162.733,18
2899,"female",62.044,30,16
2900,"female",98.481,0.5,18
2902,"female",98.731,33,20
2906,"male",84.155,85,19
2910,"female",93.168,35,18
2911,"female",4.106,2,12
2912,"male",36.386,15,12
2913,"male",12.978,42,13
2920,"male",52.232,75,12
2921,"male",39.227,60,12
2928,"female",96.193,10.088,16
2929,"female",84.197,46,18
2930,"female",70.097,32,16
2936,"female",70.882,40,18
2939,"male",98.472,65,15
2941,"male",92.533,180.621,20
2942,"female",18.324,10.372,13
2944,"male",64.365,32,12
2946,"female",85.937,62,16
2948,"female",79.666,12.5,16
2949,"female",52.547,20,16
2950,"male",81.036,93,16
2952,"female",54.754,35,14
2953,"male",33.606,85,10
2957,"male",80.16,35,20
2959,"female",77.435,110,20
2961,"female",78.001,68,19
2962,"male",59.686,140,16
2971,"male",2.081,2.1,9
2974,"male",31.213,89,12
2975,"male",95.172,42,14
2976,"male",68.2,53,12
2977,"male",40.065,40,12
2978,"female",36.622,9,12
2980,"male",98.312,0.17,20
2981,"male",53,18.3,13
2984,"male",96.417,359.118,16
2985,"male",90.461,100,16
2988,"male",78.044,100,16
2990,"female",74.992,5,12
2991,"female",60.487,45,16
2994,"male",64.927,97.2,12
2995,"female",28.057,24,12
2996,"male",68.855,60,14
2997,"male",56.956,74,12
2998,"male",65.906,42,12
3016,"male",79.756,85,16
3019,"male",63.843,85,18
3020,"female",47.078,10.8,12
3023,"female",35.837,30,12
3024,"male",27.309,85,13
3025,"female",94.201,1.5,14
3030,"male",9.639,28.5,11
3033,"male",75.947,150,18
3035,"female",71.321,30,12
3036,"female",84.533,52,12
3037,"male",72.993,72,12
3039,"male",71.201,65,12
3041,"female",92.464,12,13
3046,"female",13.119,30,12
3047,"female",35.153,7.2,13
3050,"male",3.838,60,8
3051,"female",42.04,17,12
3054,"female",29.399,15,12
3055,"male",18.999,30,12
3057,"female",19.496,18,12
3058,"female",49.827,77,14
3062,"male",82.256,282.588,16
3065,"female",10.181,25,12
3077,"male",16.973,70,12
3079,"female",55.687,30,12
3081,"female",63.437,37,12
3082,"male",58.906,25,12
3084,"male",89.903,183.223,16
3085,"female",87.496,25,16
3089,"male",93.403,13,15
3090,"female",73.371,31.6,12
3091,"female",39.958,41,14
3094,"female",14.147,2.2,12
3095,"female",42.733,18,12
3100,"male",27.065,50,12
3107,"female",65.348,22,15
3109,"female",98.588,58,18
3111,"female",80.097,43,18
3112,"female",44.232,105,18
3113,"female",40.008,40,12
3117,"female",64.261,87,14
3118,"female",35.994,28,12
3120,"female",34.968,1.2,13
3127,"male",16.094,22,12
3134,"female",21.288,6,12
3137,"male",85.855,120,18
3138,"male",37.729,50,12
3140,"male",52.478,73,13
3141,"male",94.082,80,16
3142,"male",100,106,18
3143,"female",50.223,53,16
3145,"female",80.71,5,16
3146,"female",74.184,62,17
3150,"female",85.289,138,16
3151,"female",39.186,47,12
3153,"female",79.758,151.083,16
3154,"female",87.711,10,16
3157,"female",56.562,60,16
3159,"male",69.35,40,16
3161,"male",49.448,30,15
3163,"female",35.413,34,12
3168,"male",90.399,115,19
3170,"male",98.699,268.323,19
3171,"male",96.789,152.84,18
3173,"male",96.915,125,20
3177,"male",15.835,55,12
3192,"male",31.785,28,12
3194,"male",25.518,40,12
3195,"male",59.617,48,12
3196,"male",66.428,72,12
3197,"female",43.955,31.5,12
3198,"female",69.661,53.6,19
3199,"female",16.749,29.5,12
3201,"female",88.518,32,14
3205,"female",83.732,90,16
3208,"male",92.189,135,16
3215,"male",68.957,40,12
3218,"female",50.82,6,13
3219,"male",60.974,72,14
3221,"female",87.803,67,12
3224,"male",77.251,130,18
3225,"female",81.344,6.7,14
3230,"male",8.961,80,10
3231,"female",61.426,41.6,14
3232,"male",45.018,27,14
3234,"female",64.311,30,15
3235,"male",74.936,26,12
3236,"female",69.055,3,12
3237,"female",45.032,42,13
3238,"female",85.024,28,19
3239,"male",63.447,30,17
3240,"male",96.819,46,19
3242,"female",55.896,9,12
3243,"female",58.532,50,16
3244,"female",82.18,24,18
3246,"male",38.573,49.4,12
3249,"female",56.14,25,14
3250,"female",99.453,12,14
3252,"female",28.527,29,12
3254,"female",67.565,26.8,12
3256,"male",97.873,80,20
3257,"male",98.634,75,18
3263,"male",96.452,89,16
3266,"female",44.505,0.25,16
3267,"male",78.896,23,12
3269,"female",47.051,17,14
3273,"female",10.456,24,12
3277,"male",84.126,60,12
3278,"female",60.446,0.147,19
3281,"male",55.405,37,13
3282,"male",33.772,52,13
3284,"male",50.333,113,15
3285,"female",14.453,30,12
3287,"female",39.989,1.8,13
3289,"male",94.381,140,16
3290,"male",93.795,150,20
3303,"female",94.269,18,16
3307,"male",21.33,20,15
3308,"female",20.264,20,14
3309,"female",92.951,54,17
3310,"male",27.814,32,12
3311,"male",18.024,25,11
3312,"female",6.887,24,15
3319,"male",15.354,6,10
3321,"female",12.579,21,10
3324,"male",30.357,96,12
3325,"female",4.022,0.3,12
3329,"male",70.007,45,12
3330,"male",21.713,145,13
3331,"male",18.388,32,13
3337,"female",89.081,89,18
3338,"female",89.463,2,16
3341,"female",38.607,39,18
3343,"female",24.527,19.968,10
3346,"male",19.847,58,12
3347,"female",35.431,40,12
3350,"female",59.694,10,14
3352,"female",76.359,1.2,16
3353,"male",16.881,44,12
3354,"male",32.157,10,14
3355,"female",62.443,50,14
3356,"male",43.776,2,14
3357,"male",63.141,150.49,18
3359,"male",72.763,45,15
3360,"female",67.272,32,16
3361,"male",75.092,703.637,20
3374,"male",51.063,68,12
3375,"male",48.318,50,14
3376,"male",74.979,73,18
3378,"female",58.958,8.22,16
3379,"male",81.031,99,18
3380,"male",90.763,0.9,14
3381,"male",79.141,125,12
3387,"female",65.907,45,16
3389,"male",72.59,60,12
3390,"male",80.348,80,20
3391,"male",100,30.824,17
3392,"male",33.465,45,13
3393,"female",27.639,25,17
3394,"male",65.826,85,19
3397,"female",48.483,13,12
3401,"male",35.316,32,13
3403,"male",52.847,120,12
3405,"male",95.206,43.5,13
3406,"female",87.896,38.5,17
3410,"male",73.196,65,16
3413,"female",73.678,36,12
3417,"male",41.461,8,12
3418,"female",46.63,46,12
3420,"male",76.206,72,14
3421,"female",77.549,105,13
3422,"female",75.246,2,18
3423,"female",89.754,27,16
3424,"female",86.745,33,14
3425,"male",79.069,77,13
3429,"female",84.702,0.2,16
3431,"male",100,171.428,17
3432,"female",92.486,24.626,13
3433,"female",68.906,4,16
3436,"female",0,8,8
3438,"female",0,14,7
3440,"male",12.346,61,11
3444,"female",25.156,19.2,12
3452,"female",44.827,20,12
3455,"male",63.061,61.2,12
3456,"female",39.194,10,12
3457,"female",14.135,26,14
3458,"female",25.83,28,14
3463,"male",63.241,57,16
3464,"male",96.279,96,16
3465,"female",82.154,35,12
3466,"male",88.224,60,16
3467,"female",43.428,17,12
3468,"male",94.705,72,15
3471,"male",18.838,40,12
3475,"female",18.263,26,12
3477,"female",63.21,18.52,14
3479,"male",39.476,80,12
3481,"female",65.371,47,14
3482,"male",14.447,65,13
3487,"female",34.632,39,12
3491,"female",21.083,13,12
3492,"male",66.416,47,12
3493,"male",56.788,40,12
3494,"male",51.167,87,13
3495,"male",36.121,80,12
3496,"female",63.829,24.6,14
3497,"male",91.675,77,15
3502,"female",43.096,41,12
3503,"male",56.814,88,12
3505,"female",56.313,67,14
3506,"female",79.063,18,16
3508,"female",21.706,18,12
3511,"female",81.893,16,12
3513,"male",18.312,27,12
3514,"female",74.184,24,12
3515,"male",99.396,97,18
3521,"male",40.802,44,14
3522,"female",13.607,0.5,12
3524,"female",27.02,52,13
3527,"female",58.406,3.8,12
3530,"male",95.493,62,16
3531,"female",65.807,11,13
3533,"male",85.393,135,14
3535,"female",92.404,82.376,19
3537,"female",38.672,26,12
3538,"male",67.319,33.9,12
3540,"male",36.551,37,11
3543,"female",29.695,18,12
3544,"female",5.665,3.2,12
3545,"female",40.382,31,14
3546,"female",55.054,65,15
3547,"female",40.401,35,14
3548,"female",23.819,40,14
3549,"female",29.121,1.5,12
3550,"male",62.616,25,12
3551,"female",95.741,65,16
3552,"female",83.704,38,14
3553,"male",78.494,55,12
3554,"female",65.232,38,10
3558,"female",72.743,96,17
3559,"male",83.662,60,12
3561,"male",4.231,42,12
3562,"male",16.231,5,12
3563,"male",25.734,34,12
3565,"female",84.823,36,12
3567,"male",62.489,2.76,14
3569,"male",19.175,42,12
3570,"male",4.347,56,9
3572,"female",18.677,14,10
3574,"female",98.092,47,12
3575,"male",28.797,56,12
3579,"male",42.908,45,12
3580,"male",75.229,36,12
3581,"male",55.513,129,16
3582,"male",77.911,150,18
3583,"male",99.022,100,19
3584,"female",18.188,16,12
3585,"male",94.65,159.168,16
3587,"male",76.091,43,14
3588,"male",71.155,60,18
3589,"male",51.56,50.987,12
3591,"male",77.562,4.471,12
3592,"male",61.802,56,12
3597,"female",54.584,7,14
3600,"male",57.648,60,12
3601,"female",79.229,40,16
3606,"female",57.872,35,13
3607,"male",32.823,16,11
3608,"male",90.06,69,16
3609,"female",50.181,39,14
3610,"female",18.919,7.9,15
3611,"female",45.548,15,12
3614,"female",91.863,10.18,19
3616,"male",91.974,35,12
3617,"male",78.008,89,16
3619,"male",88.649,32.5,18
3620,"male",38.967,32,12
3623,"male",92.432,35,16
3625,"female",92.207,26,16
3628,"male",50.492,189.21,17
3640,"male",1.107,21,12
3641,"female",44.391,51,18
3643,"female",33.724,38,17
3649,"female",12.016,29.4,12
3650,"female",33.934,32,12
3651,"female",50.502,65,16
3657,"male",8.601,38,11
3660,"male",6.285,23.4,12
3661,"female",38.955,4.5,14
3664,"male",78.053,68,18
3666,"male",89.195,36,13
3667,"female",76.656,6.36,14
3669,"female",93.677,10,16
3676,"male",90.283,74,16
3677,"female",90.778,60,16
3679,"female",67.885,85,15
3686,"male",76.418,69,16
3690,"male",97.84,138,18
3693,"male",33.068,30,9
3694,"male",40.937,56,12
3697,"female",23.181,5,12
3699,"female",11.84,20.477,12
3705,"female",71.213,45,14
3706,"male",37.08,42,13
3708,"male",87.553,144,12
3709,"female",57.749,30,16
3714,"female",64.857,25,15
3718,"female",47.308,28.013,15
3719,"female",29.347,29,12
3721,"male",83.258,52,12
3722,"male",53.708,55,12
3723,"male",45.716,16,12
3725,"female",40.026,23,13
3730,"female",87.574,25.275,14
3732,"male",99.473,36,12
3734,"female",83.973,30,15
3735,"female",59.053,60,12
3736,"female",69.238,49,12
3737,"female",44.255,58,12
3738,"female",34.888,18,12
3739,"female",68.557,16,12
3740,"female",16.42,20,12
3741,"female",31.36,9.3,12
3742,"male",38.276,98,9
3745,"male",95.983,32.089,16
3746,"female",28.755,16.39,12
3751,"male",60.681,45,12
3754,"female",81.924,33,12
3757,"male",97.506,95,18
3758,"female",86.305,11,13
3760,"male",54.302,33,12
3766,"male",73.454,78,15
3770,"female",54.943,52,12
3771,"female",87.764,32.253,18
3775,"female",71.105,53,16
3780,"male",66.841,55,12
3784,"female",35.256,29,12
3787,"female",50.928,12,15
3789,"male",59.009,52,12
3790,"female",39.133,22.049,12
3791,"female",73.529,47,14
3792,"male",94.762,88,17
3793,"female",49.422,55,14
3794,"female",66.337,30,15
3796,"female",94.245,34,12
3800,"female",65.354,8,17
3803,"male",81.774,69,18
3804,"female",80.927,40,18
3805,"male",78.523,95,16
3807,"male",49.038,51,15
3809,"female",93.854,100,16
3812,"female",100,100,16
3813,"female",88.799,44,14
3814,"female",62.096,42,12
3815,"male",90.913,263.445,16
3819,"female",11.317,15,12
3821,"female",2.531,1.5,12
3822,"male",6.558,5,12
3825,"male",9.201,22,12
3829,"male",49.06,167.803,12
3830,"male",44.827,45,12
3833,"male",50.489,40,12
3836,"female",90.79,110,19
3837,"female",57.761,35,12
3838,"male",57.333,85,12
3844,"male",84.585,65,14
3845,"male",54.553,24,12
3846,"female",74.995,52,12
3847,"male",46.544,67,12
3850,"female",64.154,32,12
3851,"female",33.379,16,12
3852,"male",50.215,14,12
3854,"male",67.468,169.884,20
3855,"female",93.686,16.5,20
3860,"male",97.808,55,19
3861,"male",91.35,25,16
3863,"male",92.504,157.957,19
3865,"male",92.807,176.431,20
3866,"male",74.6,35,18
3867,"female",70.7,1.2,14
3868,"male",85.012,43.45,18
3872,"female",96.59,30,16
3873,"male",99.342,50,20
3874,"male",97.67,519.34,16
3875,"male",90.868,92,16
3883,"male",82.984,45,15
3884,"male",75.101,74,16
3886,"male",99.6,101,17
3888,"male",79.761,58,13
3889,"female",86.544,15,16
3890,"male",83.431,150,18
3892,"male",93.865,102,16
3894,"male",92.888,62,18
3895,"male",93.615,20,20
3897,"female",51.486,90,17
3898,"male",75.594,110,16
3900,"female",26.617,32,12
3901,"male",84.705,45,15
3903,"female",63.919,5.2,17
3904,"male",74.43,51,18
3907,"male",82.183,54,13
3908,"female",50.191,30,13
3910,"male",69.363,40,16
3911,"female",77.538,29,18
3912,"female",60.383,80,15
3916,"male",77.034,97,18
3922,"female",87.206,22,16
3929,"female",26.367,10,12
3933,"male",3.486,50,12
3938,"female",1.849,22,12
3949,"male",25.725,39,15
3952,"female",33.771,50,16
3957,"male",46.335,68,12
3958,"male",13.954,40,12
3960,"female",16.305,38,14
3964,"female",79.54,39.5,17
3965,"male",69.89,108,15
3966,"male",78.668,155.485,20
3967,"male",64.451,125,16
3972,"female",80.035,28.5,17
3977,"female",16.627,0.6,12
3978,"female",17.848,3,14
3980,"male",100,444.624,16
3985,"male",23.502,50,13
3989,"male",37.626,52,13
3992,"female",36.821,39.9,13
3994,"male",51.047,26,12
3995,"female",22.435,36,13
3996,"female",5.375,40,14
4001,"female",72.427,7.8,13
4004,"male",60.943,46,12
4008,"male",13.462,79,13
4009,"male",68.077,25,14
4010,"male",81.673,50,19
4013,"male",13.418,36,12
4014,"male",27.247,62,12
4015,"female",38.207,22,14
4019,"female",96.219,99,17
4021,"female",52.841,27.3,13
4022,"male",22.701,90,12
4023,"female",99.7,65,16
4025,"male",31.798,24,12
4028,"female",24.289,24.5,12
4030,"female",53.094,15,16
4032,"male",84.93,35,12
4035,"female",57.901,25,13
4036,"male",44.242,52,12
4041,"female",74.218,32,13
4042,"male",65.827,68,15
4045,"female",29.591,50,16
4046,"male",13.281,18,12
4047,"male",8.404,2.4,9
4048,"male",79.94,25,12
4049,"female",41.698,90,12
4051,"female",85.097,1.748,13
4053,"female",52.676,50,18
4054,"female",33.359,45,14
4055,"male",93.952,206.869,18
4056,"male",68.436,50,16
4057,"female",70.04,35,16
4060,"female",84.638,6,14
4062,"male",78.162,52,12
4064,"male",91.216,20,12
4065,"female",69.495,9,12
4067,"male",40.633,30,12
4068,"male",11.904,22,8
4071,"female",20.078,15,12
4077,"female",60.404,15,12
4085,"female",27.619,11,12
4088,"male",78.525,222.924,13
4089,"female",43.387,20,12
4090,"male",41.162,58,12
4092,"female",60.81,42,18
4093,"female",76.602,65,18
4097,"female",87.379,66,12
4098,"male",12.622,38.8,9
4103,"female",40.437,36.5,12
4105,"female",29.923,3.408,12
4106,"male",94.695,62,16
4107,"female",97.965,52,19
4108,"female",57.772,23.9,16
4112,"female",2.455,5.7,12
4113,"male",8.489,9.6,12
4114,"male",59.908,34,12
4124,"female",64.006,61,18
4128,"male",38.548,40,12
4129,"male",64.073,45,14
4130,"male",0.094,32.5,12
4131,"female",80.354,50,13
4141,"male",48.239,6,12
4142,"female",30.605,20,12
4145,"female",28.605,25,12
4147,"female",59.747,32.624,16
4148,"female",27.311,49,15
4153,"female",50.374,75,15
4156,"male",11.085,68,9
4159,"male",20.127,30,12
4161,"male",58.278,45,12
4163,"female",82.644,29,12
4164,"male",67.035,20,16
4171,"male",92.381,90,16
4172,"male",88.546,34.9,16
4173,"female",9.084,12.5,12
4175,"female",1.181,26,12
4181,"male",35.322,15,11
4184,"female",42.385,25,12
4191,"male",91.533,85.3,18
4196,"male",2.393,23,12
4200,"female",17.959,32,15
4201,"male",7.973,62,13
4205,"male",4.197,32,12
4216,"male",71.015,48,12
4219,"female",31.476,42,14
4220,"female",46.677,15,12
4222,"female",73.808,23.031,12
4225,"male",45.245,20,16
4226,"male",92.621,85.605,20
4227,"female",88.047,47,18
4228,"female",20.119,75,13
4230,"male",90.242,89,14
4231,"female",53.729,10,14
4235,"male",13.072,2,10
4236,"female",85.846,58,13
4239,"male",37.655,48,12
4240,"male",63.549,50,12
4242,"male",43.806,48,12
4245,"male",64.895,75.21,15
4247,"male",29.616,90,13
4249,"female",65.798,26,12
4251,"female",25.167,62.5,12
4252,"female",67.444,41,14
4254,"female",54.546,8.9,15
4257,"female",46.367,34,16
4263,"male",18.668,16,12
4265,"female",57.462,27,13
4268,"female",82.756,84.6,12
4274,"female",14.209,11.55,12
4278,"male",62.811,80,12
4279,"male",65.452,150,12
4280,"female",96.079,49,16
4285,"male",50.641,40,16
4289,"male",95.554,162.66,20
4290,"female",92.849,75.419,20
4292,"female",69.935,38,14
4295,"female",41.293,76,14
4296,"female",54.79,40,16
4297,"male",62.172,88,13
4298,"male",92.568,91,18
4299,"male",73.296,42,16
4300,"female",86.907,56,12
4302,"male",80.481,53,20
4303,"male",53.555,32,12
4306,"female",86.339,32,18
4310,"female",53.549,40,13
4312,"male",1.645,18,12
4314,"male",32.908,30,12
4316,"male",31.008,8.5,14
4318,"male",70.744,32,14
4323,"female",37.618,15.5,13
4324,"male",12.131,58,12
4326,"female",60.762,13.2,12
4327,"male",78.064,38,12
4330,"male",6.546,50,14
4333,"male",39.194,20,12
4335,"male",15.933,67,11
4337,"female",68.129,23,14
4338,"male",58.604,22,12
4339,"female",65.355,12,12
4345,"female",34.151,14,12
4348,"male",61.514,93,14
4350,"male",90.927,26,16
4352,"female",82.053,30,16
4353,"female",67.705,120,16
4354,"female",51.38,20,15
4355,"male",68.338,22,16
4358,"male",95.835,50,15
4366,"female",78.596,70,15
4372,"female",96.974,102.5,18
4374,"male",22.964,30,12
4379,"female",84.654,38,13
4382,"male",98.695,18,16
4386,"female",22.421,19.9,12
4390,"male",25.824,34,12
4391,"female",62.689,3.5,13
4392,"female",76.762,37,16
4407,"male",93.654,185.662,16
4408,"female",77.518,92,18
4409,"male",29.568,50,13
4410,"male",58.528,63,16
4413,"female",11.248,30,16
4417,"female",4.607,19,10
4424,"female",86.364,93,19
4425,"female",93.673,22,18
4426,"male",95.855,211.052,16
4427,"male",52.997,45,12
4428,"female",99.032,42,19
4429,"male",93.797,49.938,19
4430,"male",76.715,48,15
4438,"female",31.428,95,13
4447,"female",81.671,45.291,14
4448,"male",94.559,95,16
4459,"female",38.478,9,12
4461,"male",9.581,18,12
4465,"female",63.042,15,14
4466,"male",46.534,80,16
4468,"male",63.044,79,13
4469,"female",14.771,31.2,12
4470,"male",60.473,75,18
4471,"male",93.33,140,20
4474,"female",8.147,30.7,10
4476,"female",21.407,25,8
4478,"female",85.068,53,14
4480,"male",87.942,202.617,16
4487,"female",73.85,33,12
4488,"female",94.247,108,13
4496,"female",60.869,47,12
4498,"male",61.509,39,12
4499,"female",51.094,54.3,14
4503,"male",4.853,18,11
4505,"female",22.243,25,12
4506,"female",17.592,30,14
4508,"male",57.865,72,16
4509,"male",98.905,72.899,14
4511,"male",68.723,125,14
4513,"male",72.061,48,15
4514,"male",83.129,125,15
4517,"male",26.623,146,16
4518,"male",30.349,70,15
4519,"male",38.736,50,12
4520,"male",49.905,40,12
4524,"male",65.975,50,12
4528,"female",65.668,62.987,14
4531,"male",66.623,113,16
4532,"male",70.375,73,16
4534,"female",72.163,35,13
4536,"female",57.342,11,13
4538,"female",41.962,40,12
4540,"male",32.671,57,16
4541,"female",7.177,35,12
4542,"male",7.817,34,13
4543,"female",18.514,1.8,12
4544,"female",2.96,12,12
4548,"male",89.282,100,16
4557,"female",4.899,6.58,12
4560,"female",64.81,21,14
4561,"female",63.671,16,12
4563,"male",43.186,60,12
4565,"female",42.885,98,16
4566,"male",74.431,90,12
4569,"male",76.485,85,12
4570,"female",84.593,72,17
4571,"female",48.11,27.359,14
4576,"female",35.674,16,18
4579,"male",84.059,35,14
4582,"female",55.052,50,13
4583,"male",70.638,21,12
4586,"male",85.959,38.154,12
4589,"female",35.236,38.2,12
4590,"female",74.952,58,17
4592,"female",35.574,48,17
4594,"female",35.76,25,12
4595,"male",41.056,95,14
4596,"male",66.351,65,12
4601,"male",17.388,30,12
4602,"female",60.716,10,14
4604,"female",42.318,27.412,12
4606,"male",83.831,15,16
4607,"male",58.25,55,17
4609,"male",91.857,194.757,20
4619,"male",12.411,9.5,12
4621,"male",66.439,24,12
4623,"male",22.535,62,12
4624,"female",38.467,27.581,15
4625,"female",81.014,77,15
4626,"female",65.198,130,20
4630,"male",44.75,130,12
4632,"female",60.639,45,16
4633,"male",35.588,90,13
4634,"male",68.487,355.767,18
4635,"male",92.94,70,17
4636,"male",31.028,99,14
4637,"female",1.32,25,12
4638,"female",4.875,17,12
4641,"female",63.72,18,12
4642,"male",55.007,90,13
4643,"male",24.298,56,14
4646,"male",36.39,24,12
4651,"female",49.157,25,13
4652,"male",92.296,60,16
4662,"female",98.483,52,16
4665,"female",83.307,15,14
4668,"male",81.304,209.4,16
4669,"male",30.372,40,14
4675,"female",48.409,38,13
4676,"male",86.921,45,12
4678,"female",14.358,5,12
4680,"male",71.684,14,12
4681,"male",10.844,3,10
4683,"female",74.499,10,18
4686,"female",85.163,84,17
4687,"male",84.843,68.651,13
4692,"female",97.585,29,19
4694,"female",69.189,4,15
4695,"male",92.725,91.5,16
4698,"male",69.532,108,16
4699,"male",60.14,137,14
4701,"male",59.027,197.062,12
4702,"male",85.659,100,14
4704,"male",66.998,5,15
4707,"male",65.045,72,12
4710,"male",13.195,15,12
4711,"female",23.091,40,12
4714,"female",64.763,45,12
4716,"male",8.573,58,12
4717,"female",44.228,3,14
4720,"male",50.743,67,12
